,Year,Company Name,ESG_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ALTMAN_Z_SCORE,TOBIN_Q_RATIO,RETURN_ON_ASSET,FNCL_LVRG,BOOK_VAL_PER_SH,PX_TO_BOOK_RATIO,NET_WORTH_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,TOT_DEBT_TO_COM_EQY,Liquidity
1175,2023,BHE,36.2237,17.6382,27.3579,63.5762,3.6853,2.6186,8.6004,2.6542,18.9631,5.1442,12.8252,300477.4,205657.8,0.0,1.4610552091873006
1197,2003,DIVI,15.2618,-0.955,-7.2898,53.8814,3.1422,3.8223,29.5745,1.5119,-122.7571,5.8493,48.9922,-21078.5043,-648.5453,21.5246,32.501205852544146
1198,2004,DIVI,16.7803,0.2113,-5.5546,55.5352,4.7485,3.9572,28.9026,1.4901,-97.3229,5.9045,46.9609,-16419.2336,-58.9732,20.1337,278.41856300828175
1199,2005,DIVI,18.2987,1.3776,-3.8194,57.1889,6.3548,4.0922,28.2307,1.4682,-71.8887,5.9596,44.9295,-11759.9629,530.5989,18.7427,-22.163564417491255
1200,2006,DIVI,19.8172,2.5438,-2.0843,58.8426,7.961,4.1816,27.5588,1.4464,13.257,7.0759,42.8982,3539.142,2206.078,42.9102,1.6042687520568175
1201,2007,DIVI,25.933,6.8861,4.6252,66.1349,10.4015,5.0716,24.9037,1.7053,20.7341,7.4148,57.5327,4239.273,1886.612,28.7546,2.247029595910553
1202,2008,DIVI,24.8868,6.8861,4.6252,63.0042,18.664,7.2185,34.377,1.4478,33.3579,9.5094,60.8847,6185.775,2117.608,9.993,2.9211142949969964
1203,2009,DIVI,24.8868,6.8861,4.6252,63.0042,15.2112,4.1479,30.5571,1.2968,47.924,4.926,44.1129,9388.844,2132.334,4.2404,4.403083194283822
1204,2010,DIVI,24.8868,6.8861,4.6252,63.0042,18.3176,5.0054,19.978,1.2348,57.4299,5.9055,22.267,12452.657,2663.814,2.1642,4.674747185802012
1205,2011,DIVI,24.8868,6.8861,4.6252,63.0042,13.9268,4.1441,20.7696,1.2468,67.7807,4.9789,18.4262,15407.103,4099.044,1.2821,3.758706420326301
1206,2012,DIVI,25.7218,6.8861,4.6252,65.5027,12.5179,3.9153,21.1973,1.2806,80.2928,4.7704,18.5841,17509.483,5537.835,2.6011,3.1617921082878055
1207,2013,DIVI,27.9952,7.7922,7.4063,68.6334,15.0934,4.3793,20.4231,1.2727,94.1956,5.2418,17.3151,18641.115,5544.538,1.3225,3.362068219209608
1208,2014,DIVI,27.8543,7.3694,7.4063,68.6334,17.392,5.0876,22.5817,1.2535,111.6271,6.1181,18.5057,22563.543,6274.059,0.6217,3.5963230501976473
1209,2015,DIVI,31.1136,4.5908,9.9758,78.5972,18.325,5.5799,20.9686,1.2575,131.6676,6.7801,17.953,27723.979,7755.259,0.7616,3.574861780889587
1210,2016,DIVI,38.5072,20.145,16.6264,78.5972,28.9922,5.4705,24.1753,1.1958,161.7257,6.1045,22.8288,30270.442,5195.035,0.9757,5.826802321832288
1211,2017,DIVI,38.5072,20.145,16.6264,78.5972,15.361,2.8192,19.1746,1.1461,201.8088,3.0913,24.7847,40105.1,6594.5,0.6671,6.081598301614982
1212,2018,DIVI,39.1912,19.6315,19.1959,78.5972,22.9349,4.3918,13.5504,1.1473,223.1827,4.8848,10.5912,45351.2,6534.2,1.0652,6.940589513635946
1213,2019,DIVI,39.1912,19.6315,19.1959,78.5972,27.9357,5.7591,18.2506,1.1508,262.0706,6.4986,17.4242,46500.5,8467.5,1.5179,5.491644523176853
1214,2020,DIVI,41.9676,19.6315,21.2515,84.8585,28.5777,6.3297,16.6109,1.1617,275.3591,7.2235,5.0706,46798.3,9268.3,0.5315,5.049286276879256
1215,2021,DIVI,44.5629,20.4772,28.2044,84.8585,41.9904,9.0637,20.5522,1.1629,350.1209,10.3473,27.1506,61747.1,11124.6,0.052,5.5505006921597175
1216,2022,DIVI,44.5629,20.4772,28.2044,84.8585,45.8126,8.8605,24.5184,1.1487,441.7916,9.9641,26.1826,83515.0,11955.5,0.0315,6.985487850779975
1217,2023,DIVI,44.5629,20.4772,28.2044,84.8585,29.641,5.3067,13.1115,1.1355,480.9266,5.8706,8.8582,93117.4,11010.8,0.0255,8.456915028880735
1218,2003,INDIGO,18.128,-22.4275,-18.6724,95.1944,11.1727,4.9763,33.9465,22.4839,453.303,-1413.1189,286.9411,-194210.2669,-189406.6762,-23601.6028,1.0253612533431913
1219,2004,INDIGO,19.291,-20.7232,-15.9873,94.3021,10.6524,4.8407,31.9094,21.7722,427.5386,-1314.2255,270.0951,-172049.3924,-169560.8363,-21449.013,1.0146764792761287
1220,2005,INDIGO,20.4539,-19.0189,-13.3022,93.4097,10.1321,4.7051,29.8723,21.0604,401.7742,-1215.3322,253.249,-149888.5178,-149714.9964,-19296.4231,1.0011590114829672
1221,2006,INDIGO,21.6168,-17.3146,-10.6172,92.5174,9.6118,4.5695,27.8351,20.3487,376.0099,-1116.4389,236.4029,-127727.6432,-129869.1565,-17143.8333,0.9835102239999536
1222,2007,INDIGO,22.7798,-15.6104,-7.9321,91.6251,9.0915,4.434,25.798,19.637,350.2455,-1017.5455,219.5569,-105566.7687,-110023.3166,-14991.2435,0.9594945140928428
1223,2008,INDIGO,23.9427,-13.9061,-5.2471,90.7328,8.5711,4.2984,23.7609,18.9253,324.4811,-918.6522,202.7108,-83405.8941,-90177.4767,-12838.6536,0.924908271468634
1224,2009,INDIGO,25.1056,-12.2018,-2.562,89.8404,8.0508,4.1628,21.7238,18.2136,298.7168,-819.7589,185.8648,-61245.0196,-70331.6368,-10686.0638,0.8708032741248531
1225,2010,INDIGO,26.2686,-10.4975,0.123,88.9481,7.5305,4.0273,19.6866,17.5018,272.9524,-720.8655,169.0187,-39084.145,-50485.7969,-8533.4739,0.7741611978001678
1226,2011,INDIGO,27.4315,-8.7932,2.8081,88.0558,7.0102,3.8917,17.6495,16.7901,247.188,-621.9722,152.1727,19487.23,14270.77,873.5076,1.3655345857301322
1227,2012,INDIGO,28.5944,-7.089,5.4931,87.1635,6.4899,3.7561,4.2822,18.9744,221.4236,-523.0789,136.8458,23087.01,13281.31,401.6582,1.7383081939959235
1228,2013,INDIGO,29.7574,-5.3847,8.1782,86.2712,5.9696,3.6205,16.4925,15.0219,195.6593,-424.1855,59.8834,30706.82,18779.97,462.7741,1.6350835491217504
1229,2014,INDIGO,30.9203,-3.6804,10.8632,85.3788,5.4492,3.485,6.3445,18.4461,169.8949,-325.2922,8.4033,29146.94,28500.48,793.433,1.0226824249977544
1230,2015,INDIGO,32.0832,-1.9761,13.5483,84.4865,4.9289,3.3494,13.0359,23.4412,11.0633,-226.3989,1.0618,31680.13,29490.27,921.1588,1.074257034608364
1231,2016,INDIGO,34.8959,1.5705,19.347,83.5942,3.7499,3.276,16.7253,10.5255,50.9017,17.1546,330.3592,56007.86,39858.74,174.4989,1.4051588183670634
1232,2017,INDIGO,34.8959,1.5705,19.347,83.5942,4.1374,3.2502,11.755,5.0288,104.5507,10.0564,106.0308,94463.92,47846.28,68.6968,1.97432109664534
1233,2018,INDIGO,35.7509,1.5705,21.9166,83.5942,4.2516,3.0128,12.3411,3.3472,184.1111,7.0091,87.2724,146315.63,61230.33,34.6559,2.3895940132937388
1234,2019,INDIGO,34.9361,4.1377,21.9166,78.5972,3.5197,2.9161,0.6814,3.2914,180.689,7.9039,-1.8587,181170.46,80103.56,34.9732,2.2617029754982174
1235,2020,INDIGO,35.087,4.1377,22.37,78.5972,1.8741,1.8338,-0.6962,5.2347,152.9094,6.9724,-15.3743,224564.6,164374.58,380.7476,1.366175962244284
1236,2021,INDIGO,38.0847,9.5439,25.9674,78.5972,0.7228,2.4565,-13.6378,14.2186,2.8801,566.6242,-98.114,208139.17,189236.92,26934.8037,1.099886692300847
1237,2022,INDIGO,42.4404,11.5071,37.0919,78.5972,0.8249,2.8185,-13.8447,14.2186,-155.4312,566.6242,-98.114,202288.79,224171.4,26934.8037,0.9023844700974344
1238,2023,INDIGO,42.4404,11.5071,37.0919,78.5972,1.6196,2.3505,-0.5817,14.2186,-162.0169,566.6242,-4.3162,261487.14,238511.46,26934.8037,1.0963294593894986
1239,2003,DRRD,24.1715,3.9325,-5.0608,73.4524,13.9114,3.527,19.1193,1.2126,113.0839,4.0532,22.6125,15265.6797,3229.7839,2.1868,4.726532849457823
1240,2004,DRRD,26.3969,7.0193,-2.308,74.2942,9.6881,3.2144,10.9798,1.2482,126.7119,3.8432,12.0556,13286.8262,4709.353,3.5376,2.8213697720260087
1241,2005,DRRD,28.6223,10.1061,0.4448,75.1359,5.1531,2.3243,1.2433,1.3642,126.882,2.9127,0.1342,18300.6816,8231.2002,15.1825,2.2233308819289808
1242,2006,DRRD,30.8478,13.1929,3.1977,75.9777,2.8135,2.3954,3.2128,2.2775,134.8778,5.2692,6.5458,26632.369,12907.063,150.6568,2.063394979942377
1243,2007,DRRD,36.9983,20.4772,9.8247,80.5238,4.8629,2.0665,13.7515,2.3158,238.0566,3.0591,93.2089,37507.683,14440.007,62.1373,2.597483713131164
1244,2008,DRRD,38.7989,23.286,12.4244,80.5238,3.9849,1.7062,5.6785,1.8165,267.3977,2.2111,12.4996,33845.0,12209.0,43.6323,2.7721353100172004
1245,2009,DRRD,33.7994,11.1145,9.5828,80.5238,3.2729,1.6459,-12.1982,1.8744,209.3029,2.3421,-21.5882,39315.0,23203.0,56.4817,1.6943929664267552
1246,2010,DRRD,35.6705,21.9873,6.8319,78.0253,5.2257,3.1456,1.3907,1.9647,254.1674,5.0162,21.7067,42063.0,29022.0,34.2421,1.4493487698986975
1247,2011,DRRD,41.3842,28.7828,17.2007,78.0253,5.0128,3.6452,11.7545,2.042,238.2177,6.8805,-6.0492,48150.0,42085.0,58.6671,1.1441131044315076
1248,2012,DRRD,40.9416,26.4875,18.1681,78.0253,4.8313,3.2018,12.8248,2.2489,294.2315,5.9978,23.7382,69990.0,45914.0,64.7224,1.5243716513481729
1249,2013,DRRD,40.9416,26.4875,18.1681,78.0253,4.8351,2.594,13.127,2.0786,430.3257,4.105,46.4923,85714.0,53646.0,50.2976,1.5977705700331806
1250,2014,DRRD,52.9222,53.428,27.2068,78.0253,5.6646,3.0288,13.7655,1.9074,533.7817,4.8033,24.2403,103747.0,54063.0,49.2748,1.919001905184692
1251,2015,DRRD,54.069,49.9849,27.237,84.8585,6.6213,3.4805,12.1534,1.8059,653.2529,5.3406,22.5779,119838.0,63995.0,38.7468,1.872615048050629
1252,2016,DRRD,53.8075,46.6022,29.8368,84.8585,6.4176,2.8757,9.9465,1.6792,752.2289,4.0349,15.3043,119688.0,64646.0,26.1135,1.8514370572038483
1253,2017,DRRD,56.1211,46.6022,36.7896,84.8585,4.8082,2.4205,5.6327,1.6938,748.4175,3.5172,-3.3443,100375.0,85000.0,39.6513,1.1808823529411765
1254,2018,DRRD,59.0584,50.2869,41.9287,84.8585,4.2844,1.9695,4.403,1.7781,762.2163,2.7296,1.9477,109645.0,69692.0,40.1028,1.5732795729782472
1255,2019,DRRD,60.5271,50.2869,41.3241,89.8555,5.8945,2.4235,8.3342,1.6914,845.3344,3.2889,10.8627,114501.0,59700.0,27.3765,1.9179396984924624
1256,2020,DRRD,61.4325,54.0018,40.3265,89.8555,6.5121,2.5588,8.5206,1.5504,935.5213,3.3358,10.5502,130370.0,72814.0,14.2605,1.7904523855302552
1257,2021,DRRD,67.2367,65.6901,46.0701,89.8555,7.5413,3.1616,7.6945,1.5084,1055.2161,4.2797,12.8997,148249.0,81472.0,17.3207,1.8196312843676352
1258,2022,DRRD,65.597,60.5255,46.312,89.8555,6.5223,2.7604,8.385,1.538,1148.2266,3.7409,8.8844,181106.0,97842.0,17.7639,1.8510046810163323
1259,2023,DRRD,65.597,60.5255,46.312,89.8555,8.1577,2.6752,14.5728,1.4673,1386.5006,3.3341,21.2379,206940.0,85845.0,5.8323,2.410623798706972
1260,2003,ABB,49.1458,40.9365,29.4907,76.9,-0.5028,0.1905,-3.0655,3.1526,42.2209,1.7855,-4.9072,27723.4973,38520.6089,26.036,0.7197055833663107
1261,2004,ABB,49.2926,41.0604,29.6955,77.0117,-0.0646,0.4757,-2.5036,3.0935,50.9336,2.2319,-4.0876,30162.8648,38617.9533,24.6673,0.7810580888552682
1262,2005,ABB,49.4393,41.1844,29.9004,77.1233,0.3736,0.7609,-1.9417,3.0343,59.6463,2.6783,-3.2681,32602.2323,38715.2977,23.2986,0.842102069126024
1263,2006,ABB,49.586,41.3083,30.1052,77.235,0.8118,1.0461,-1.3798,2.9752,68.359,3.1247,-2.4486,35041.5998,38812.6421,21.93,0.9028398455770164
1264,2007,ABB,49.7328,41.4322,30.31,77.3466,1.25,1.3313,-0.8179,2.916,77.0717,3.5711,-1.629,37480.9672,38909.9865,20.5613,0.9632737138060944
1265,2008,ABB,49.8795,41.5561,30.5148,77.4583,1.6882,1.6165,-0.256,2.8568,85.7844,4.0175,-0.8095,39920.3347,39007.3309,19.1926,1.0234059541869347
1266,2009,ABB,50.0263,41.68,30.7197,77.5699,2.1264,1.9017,0.3059,2.7977,94.4971,4.4638,0.0101,42359.7022,39104.6753,17.824,1.0832388167150948
1267,2010,ABB,50.173,41.8039,30.9245,77.6816,2.5646,2.1869,0.8678,2.7385,103.2098,4.9102,0.8296,44799.0697,39202.0197,16.4553,1.1427745315887383
1268,2011,ABB,50.3197,41.9279,31.1293,77.7932,3.5235,2.555,1.4297,2.6794,119.6074,4.8768,1.6491,48370.5,37735.1,0.0,1.2818436945973375
1269,2012,ABB,50.4665,42.0518,31.3342,77.9049,3.8261,2.883,2.1982,2.4967,122.7719,5.7077,2.6458,48818.4,38931.7,12.5951,1.2539498660474628
1270,2013,ABB,57.7206,60.4953,40.4776,72.1252,3.4712,2.7042,2.6102,2.5674,126.3546,5.4869,2.9182,52069.4,43496.9,23.1595,1.197083010513393
1271,2014,ABB,61.5029,59.6497,40.4776,84.2866,5.6597,4.5898,3.2947,2.5268,132.6979,9.7085,5.0202,49495.5,39677.2,13.196,1.2474544574717974
1272,2015,ABB,44.6535,29.2661,25.9674,78.5972,4.9021,3.7816,4.2146,2.4449,141.9741,7.85,6.9904,55719.7,37480.6,19.9432,1.486627748755356
1273,2016,ABB,45.0257,30.3836,25.9674,78.5972,4.707,3.4357,4.9468,2.405,155.1001,6.7295,9.2453,58649.5,37885.1,18.2566,1.5480888264779558
1274,2017,ABB,45.0257,30.3836,25.9674,78.5972,4.5137,3.939,5.0538,2.4108,170.2099,8.2422,9.742,69327.6,52304.8,0.1148,1.325453878037962
1275,2018,ABB,44.4523,28.662,25.9674,78.5972,4.9756,3.6793,5.6876,2.3594,189.1063,7.0688,11.1018,75251.2,29090.3,0.0507,2.586814161421505
1276,2019,ABB,45.2771,30.3836,26.7231,78.5972,5.6187,4.0796,3.6167,2.2289,166.1147,7.7371,-12.158,63981.9,38534.9,0.2006,1.660362424711106
1277,2020,ABB,53.2039,48.7466,32.1644,78.5972,5.2179,3.9086,2.8672,2.1457,170.1858,7.1219,2.4508,60836.4,39339.2,1.6149,1.5464574775287756
1278,2021,ABB,55.7892,48.7466,39.9335,78.5972,8.7346,6.3621,6.636,2.0471,190.8934,11.7008,12.1676,66353.4,40037.9,0.9063,1.6572647416572794
1279,2022,ABB,60.0845,60.6161,40.9613,78.5972,9.8055,6.5714,11.6869,1.9356,233.0918,11.5105,22.1058,78986.0,43503.4,0.6699,1.8156282037725784
1280,2023,ABB,50.76,42.2996,31.7438,78.1282,3.441,2.7574,2.5535,2.561,120.6352,5.803,3.2882,49677.8047,39396.7085,13.718,1.260963328954245
1302,2003,EIM,1.3797,-29.373,-21.9785,55.2903,-0.8117,0.5322,1.5428,3.422,-170.93,1.827,40.4225,-5772.1924,70.8525,41.8959,-81.4677308492996
1303,2004,EIM,4.2884,-24.858,-19.1295,56.6576,0.2865,0.8692,2.4518,3.2995,-138.4191,2.2159,39.1973,-2494.1289,1610.2801,39.1815,-1.5488789186427878
1304,2005,EIM,7.1971,-20.3431,-16.2806,58.0249,1.3847,1.2062,3.3609,3.177,-105.9081,2.6047,37.9721,783.9346,3149.7077,36.4672,0.2488912225093141
1305,2006,EIM,10.1058,-15.8282,-13.4317,59.3921,3.1038,1.385,4.2699,3.0545,15.6713,1.9293,36.7468,4891.6001,4627.7998,22.0842,1.0570033950042523
1306,2007,EIM,13.0145,-11.3132,-10.5827,60.7594,2.8509,1.2427,4.6784,2.6817,14.2493,1.7222,-9.074,6193.2,6421.7,70.9457,0.9644175218400112
1307,2008,EIM,21.0542,0.0,0.0,63.0042,2.9584,1.2155,4.5136,2.9019,15.5137,1.6108,8.8729,6397.0,6572.3,65.072,0.973327450055536
1308,2009,EIM,21.0542,0.0,0.0,63.0042,3.3989,0.9035,4.4868,2.47,84.4415,0.7759,145.2827,21030.0,7961.05,11.8209,2.641611345237123
1309,2010,EIM,21.0542,0.0,0.0,63.0042,4.5601,1.7071,6.9388,2.3663,45.7402,2.7006,15.2567,25053.3,10165.7,7.7621,2.464493345268894
1310,2011,EIM,21.0542,0.0,0.0,63.0042,4.3566,1.6652,9.1397,2.4793,55.3163,2.69,21.1818,26818.7,13271.9,2.8946,2.020712934847309
1311,2012,EIM,21.0542,0.0,0.0,63.0042,5.1166,2.3627,7.8467,2.5446,64.9936,4.4721,17.531,26386.0,15712.3,2.2469,1.6793212960546833
1312,2013,EIM,22.1004,0.0,0.0,66.1349,5.8768,3.136,8.033,2.5741,76.0172,6.5457,17.1253,29112.5,19876.2,5.3605,1.4646914400136846
1313,2014,EIM,25.2389,0.0,0.0,75.5268,11.1613,6.9843,10.4794,2.5691,92.8198,16.2412,22.4013,30331.0,24776.0,2.3197,1.2242089118501776
1314,2015,EIM,45.0659,47.6593,11.3059,76.0987,26.8065,10.8084,10.4794,2.5691,134.4967,14.261,22.4013,10488.0,12049.8,0.6178,0.8703878902554399
1315,2016,EIM,45.9209,47.6593,13.8755,76.0987,28.068,10.1708,27.9054,1.3278,196.4359,13.0259,46.3164,13809.4,15297.5,2.0926,0.9027226671024676
1316,2017,EIM,47.6109,47.6593,16.445,78.5972,21.5141,8.3828,23.7086,1.3358,257.9317,11.0001,31.5244,25350.4,22652.4,2.1456,1.1191043774611078
1317,2018,EIM,51.4335,54.7569,20.8283,78.5972,16.6022,5.1399,21.0696,1.311,326.9018,6.2856,26.8653,44153.1,20979.6,2.094,2.10457301378482
1318,2019,EIM,47.9127,43.7934,21.2213,78.5972,11.4731,3.0705,15.3331,1.2612,365.5406,3.5826,11.9099,63745.9,20245.7,2.4948,3.148614273648231
1319,2020,EIM,50.6388,44.6089,28.5973,78.5972,16.2264,5.1032,9.9739,1.261,418.4624,6.2227,14.5993,88084.8,26288.1,1.9168,3.3507480571056867
1320,2021,EIM,51.5341,42.978,35.4293,76.0987,13.5196,4.3687,10.9013,1.2792,461.1169,5.3287,10.2283,56193.4,29833.6,0.8543,1.8835608173334768
1321,2022,EIM,51.5341,42.978,35.4293,76.0987,13.9702,4.4203,16.4636,1.2826,548.0907,5.3802,18.895,36832.3,32345.8,1.924,1.1387042521749349
1322,2023,EIM,18.8319,-2.2834,-4.8848,63.494,3.5811,1.8802,6.0881,2.8095,-40.8862,3.3824,34.2964,7340.0615,6228.5628,31.0385,1.1784518733599347
1323,2003,ADANIENS,18.1472,-63.8658,3.1317,114.8405,-4.174,-5.5189,7.7695,2.1612,-103.3744,-42.2847,158.1533,-87841.2711,-17329.6267,815.5095,5.068849584624924
1324,2004,ADANIENS,20.3431,-57.4991,4.8638,113.3414,-3.8098,-5.0349,7.4989,2.3905,-94.0583,-39.1016,151.0065,-80017.7611,-13179.7833,790.9867,6.0712501320108965
1325,2005,ADANIENS,22.5391,-51.1325,6.596,111.8423,-3.4456,-4.5509,7.2283,2.6199,-84.7422,-35.9184,143.8597,-72194.2511,-9029.94,766.4638,7.99498679946932
1326,2006,ADANIENS,24.735,-44.7658,8.3282,110.3432,-3.0814,-4.0669,6.9577,2.8493,-75.4261,-32.7352,136.713,-64370.7411,-4880.0967,741.941,13.190464258628316
1327,2007,ADANIENS,26.931,-38.3992,10.0604,108.8441,-2.7171,-3.5829,6.6871,3.0787,-66.11,-29.5521,129.5662,-56547.2311,-730.2533,717.4182,77.43509149496482
1328,2008,ADANIENS,29.1269,-32.0325,11.7925,107.345,-2.3529,-3.0989,6.4165,3.3081,-56.7938,-26.3689,122.4194,-48723.7211,3419.59,692.8954,-14.248410218768916
1329,2009,ADANIENS,31.3229,-25.6659,13.5247,105.8459,-1.9887,-2.6148,6.1459,3.5375,-47.4777,-23.1857,115.2726,-40900.2111,7569.4333,668.3726,-5.40333859603466
1330,2010,ADANIENS,33.5188,-19.2992,15.2569,104.3468,-1.6245,-2.1308,5.8753,3.7669,-38.1616,-20.0026,108.1258,-33076.7011,11719.2767,643.8498,-2.8224183067543747
1331,2011,ADANIENS,35.7148,-12.9326,16.989,102.8477,-1.2603,-1.6468,5.6047,3.9962,-28.8455,-16.8194,100.979,-25253.1911,15869.12,619.327,-1.5913416181867677
1332,2012,ADANIENS,37.9107,-6.5659,18.7212,101.3486,-0.896,-1.1628,5.3341,4.2256,-19.5294,-13.6362,93.8322,-17429.6811,20018.9633,594.8042,-0.8706585270576924
1333,2013,ADANIENS,40.1067,-0.1993,20.4534,99.8495,-0.5318,-0.6788,5.0635,4.455,-10.2132,-10.4531,86.6854,-9606.1711,24168.8067,570.2814,-0.3974615387196588
1334,2014,ADANIENS,42.3026,6.1674,22.1856,98.3504,-0.1676,-0.1948,4.7929,4.6844,-0.8971,-7.2699,79.5386,-1782.6611,28318.65,545.7586,-0.06295007353811
1335,2015,ADANIENS,44.4986,12.534,23.9177,96.8513,0.1966,0.2892,4.5223,4.9138,9.9381,-4.0867,72.3918,8836.3,50865.9,895.5643,0.1737175593079056
1336,2016,ADANIENS,46.6945,18.9007,25.6499,95.3522,0.6024,1.0942,3.1667,6.1885,24.2934,1.414,146.6476,13021.3,39711.7,297.1469,0.3278958090436824
1337,2017,ADANIENS,48.8905,25.2673,27.3821,93.8531,1.053,1.3207,3.3916,4.3708,26.7913,2.3944,10.2822,13769.8,18841.8,293.9173,0.7308112813000881
1338,2018,ADANIENS,51.0864,31.634,29.1142,92.354,1.8574,1.9902,7.6002,4.2039,38.2599,5.0627,42.8073,17496.7,23279.9,247.83,0.7515796889161895
1339,2019,ADANIENS,52.3287,36.9677,30.0181,89.8555,0.9252,1.5902,2.2401,5.6461,42.1423,5.1587,10.1474,38296.7,64181.7,434.4691,0.59669189192558
1340,2020,ADANIENS,54.4211,43.2498,30.0181,89.8555,1.1174,1.3921,1.9524,7.3442,47.4586,3.9835,12.6151,84377.0,53819.4,464.5185,1.5677803914573556
1341,2021,ADANIENS,60.9295,52.8843,39.9335,89.8555,2.2318,3.17,2.9515,7.3343,55.3694,16.4062,16.6689,45599.9,64170.7,444.9397,0.7106031257256038
1342,2022,ADANIENS,60.346,60.2839,35.792,84.8585,4.7627,6.3429,2.6563,7.0054,62.3487,37.9824,12.605,45186.0,56566.8,436.066,0.7988077812427077
1343,2023,ADANIENS,60.346,60.2839,35.792,84.8585,2.1354,2.8377,2.4781,5.4751,104.5497,9.4984,70.0766,69430.3,70172.9,293.8496,0.9894175671804928
1344,2003,HAVL,1.1576,-27.1967,-18.3117,48.8054,2.9915,1.1242,5.481,4.5091,0.8956,1.6148,22.3241,1613.6218,889.912,250.9045,1.8132374886505631
1345,2004,HAVL,4.7046,-22.2721,-15.1121,51.3253,3.1858,1.5507,5.481,4.5091,1.8669,3.5406,22.3241,3038.291,2246.0449,264.3754,1.352729413379047
1346,2005,HAVL,8.2516,-17.3476,-11.9125,53.8452,5.3629,5.139,13.6445,3.5319,2.0333,13.4165,103.3396,3715.892,2972.642,103.9367,1.2500301078972846
1347,2006,HAVL,11.7986,-12.423,-8.713,56.3651,7.8547,4.4049,17.9146,2.6005,4.8812,8.9425,49.0892,3645.91,3077.38,50.9546,1.1847448153949138
1348,2007,HAVL,22.7241,0.0,0.0,68.0012,2.9136,1.5795,7.8418,4.3437,11.7868,3.965,160.1579,23228.7,15820.9,189.8736,1.468228735406962
1349,2008,HAVL,20.1288,0.0,0.0,60.2348,2.5809,1.0808,-4.7408,5.2478,10.0526,1.4359,-11.3994,20214.7,15962.0,202.9974,1.2664265129682997
1350,2009,HAVL,21.0542,0.0,0.0,63.0042,3.1643,2.0308,2.1869,6.3294,6.6515,8.9792,-33.8332,18556.2,17012.7,266.4501,1.0907263397344338
1351,2010,HAVL,21.0542,0.0,0.0,63.0042,3.4674,2.1145,9.1144,6.3204,10.4787,7.0753,63.3492,21684.5,19872.7,148.0344,1.091170298952835
1352,2011,HAVL,21.0542,0.0,0.0,63.0042,3.8802,2.4808,9.56,4.8087,15.3174,7.47,46.1758,26715.8,23826.5,90.8854,1.1212641386691289
1353,2012,HAVL,21.0542,0.0,0.0,63.0042,4.4912,2.4739,13.4479,3.6065,23.1143,5.5706,50.9026,28720.0,18789.4,57.8486,1.5285214003640348
1354,2013,HAVL,21.0542,0.0,0.0,63.0042,4.5662,2.8719,9.1002,3.1561,26.6944,6.997,15.5315,36067.8,24849.0,63.2349,1.451478932753833
1355,2014,HAVL,50.9104,40.743,26.9952,84.8585,6.6674,4.5694,7.5805,2.9185,29.1149,10.4843,9.1344,29611.7,23174.1,23.3122,1.2777928808454266
1356,2015,HAVL,52.2181,44.6693,26.9952,84.8585,12.3385,4.8845,28.2057,1.9024,48.4747,6.6292,66.5211,29062.4,12368.9,4.4255,2.349634971581952
1357,2016,HAVL,57.2276,55.1193,31.5901,84.8585,12.0188,5.996,10.3492,1.5159,52.4413,8.8814,8.2291,35912.2,17504.5,6.3577,2.051598160473021
1358,2017,HAVL,63.5047,62.9719,36.3059,91.1198,9.6139,5.0513,11.2487,1.681,59.6524,8.1782,13.8042,37066.6,25301.1,3.094,1.4650193074609406
1359,2018,HAVL,61.7544,62.4283,31.5901,91.1198,13.2883,7.1721,11.4513,1.7354,67.1105,11.5109,12.561,38441.1,25395.8,0.9648,1.5136794273068774
1360,2019,HAVL,65.0639,61.19,42.7751,91.1198,9.7749,4.6411,10.3412,1.6714,68.8965,6.9735,2.7154,34806.4,23269.0,2.8206,1.4958270660535478
1361,2020,HAVL,56.7046,45.6962,33.162,91.1198,13.9508,7.8435,13.1148,1.6785,82.6868,12.7034,20.0563,53204.6,27773.8,10.129,1.915639919636492
1362,2021,HAVL,57.8312,49.0788,33.162,91.1198,12.8278,7.2891,12.3504,1.7332,95.8464,12.025,15.9687,66065.6,36331.1,10.2684,1.8184310411740907
1363,2022,HAVL,57.8312,49.0788,33.162,91.1198,13.2428,7.0798,9.8865,1.7168,105.7517,11.2386,10.371,70661.7,38355.4,3.3673,1.8422881784572704
1364,2023,HAVL,18.8926,-2.5738,-2.3138,61.405,2.2665,1.5133,7.4938,4.9555,-10.0984,5.0566,54.2245,3383.017,5413.175,200.6342,0.6249598433451716
1365,2003,VEDL,20.0148,-12.7204,7.8383,64.7668,1.7002,0.8079,3.6837,2.7024,3.0713,0.5006,3.6839,2869.188,1750.4871,70.0169,1.6390797738526608
1366,2004,VEDL,22.6201,-8.7111,10.1078,66.307,4.3711,1.7477,24.0566,2.1948,4.8866,2.4508,59.1092,4108.2119,2050.1421,23.8527,2.0038669026893308
1367,2005,VEDL,25.2254,-4.7018,12.3773,67.8473,9.8504,3.0044,52.3939,1.5838,9.6002,3.8108,96.4588,4138.938,2163.625,3.078,1.91296458489803
